evalNum,bestEvalValue_1
0,586180.420689025
1000,184018.79478266704
2000,104950.09038625455
3000,102839.11568147858
4000,75567.62133187235
5000,75567.62133187235
6000,51986.331084673395
7000,51986.331084673395
8000,28761.583259860538
9000,24678.377107492775
10000,15313.411464053965
11000,9073.827037810115
12000,8927.182518305026
13000,3963.4815968587704
14000,5216.727607829211
15000,4955.998097520562
16000,2108.6522008823063
17000,2108.6522008823063
18000,1318.6632759327201
19000,1318.6632759327201
20000,1268.8619302440673
21000,1145.1921949251014
22000,812.9528584181525
23000,567.9913101347556
24000,360.01754141959253
25000,292.9509609570483
26000,141.87627742125767
27000,141.87627742125767
28000,141.87627742125767
29000,118.1418446236696
30000,96.27967859331125
31000,47.63204552220191
32000,45.19593484822761
33000,45.19593484822761
34000,30.343837939937785
35000,21.666979428443828
36000,21.666979428443828
37000,11.737525458381494
38000,6.9105784497503295
39000,6.9105784497503295
40000,6.096708960509216
41000,4.602846213158375
42000,3.3115108866735796
43000,3.107578047097206
44000,2.6509542145318457
45000,2.476196787963654
46000,2.476196787963654
47000,1.843513270300294
48000,1.2693380133994892
49000,1.2968082798990892
50000,1.0821172208453564
51000,0.8556346133806395
52000,0.6898547408160632
53000,0.7772212917598502
54000,0.7671331117486526
55000,0.6949301744102172
56000,0.5615870410380738
57000,0.5615870410380738
58000,0.45492976133999324
59000,0.4386771148265872
60000,0.3524635981683931
61000,0.20477911323962228
62000,0.19668639321920084
63000,0.17450186567810094
64000,0.09683536457238243
65000,0.08943402633460117
66000,0.07506593053985972
67000,0.050079319512639914
68000,0.050079319512639914
69000,0.03216517744380203
70000,0.027667743646270657
71000,0.022832442101012818
72000,0.019956866032812288
73000,0.014373205315304971
74000,0.009874403230317984
75000,0.007541438713594484
76000,0.005671839220166165
77000,0.005671839220166165
78000,0.0032940617192032426
79000,0.0035864159811274587
80000,0.0015103215403373229
81000,0.0015103215403373229
82000,0.0015103215403373229
83000,0.0011501336716300352
84000,7.345101244284881E-4
85000,6.064390938067217E-4
86000,5.127499378602858E-4
87000,2.2779786945086646E-4
88000,2.2779786945086646E-4
89000,1.6037088797717867E-4
90000,1.5545436690312403E-4
91000,1.3409961456327973E-4
92000,8.062275433203607E-5
93000,6.811291521599182E-5
94000,7.572640740850771E-5
95000,3.38244452871228E-5
96000,5.518651146263509E-5
97000,2.3838380189494464E-5
98000,1.9790605209314168E-5
99000,1.9224512642481248E-5
100000,1.9790605209314168E-5
101000,1.3682172013347722E-5
102000,1.0811077072215121E-5
103000,8.438565905032471E-6
104000,8.338235455560611E-6
105000,6.35849994500185E-6
106000,4.084936717008059E-6
107000,4.039732888254493E-6
108000,2.071576561015545E-6
109000,2.019972652728321E-6
110000,1.7121085439252796E-6
111000,1.484862200269967E-6
112000,1.2262136641088059E-6
113000,6.683417464999837E-7
114000,6.417544582875124E-7
115000,5.291086161369402E-7
116000,3.922326962619141E-7
117000,3.714670336645207E-7
118000,3.076946813163404E-7
119000,2.8935640242268804E-7
120000,2.1624170544604766E-7
121000,1.1606209738424016E-7
122000,1.30502604745486E-7
