evalNum,bestEvalValue_0,bestEvalValue_1,bestEvalValue_2
0,489938.2573,586180.4207,544029.8361
1000,148285.1128,161069.2808,117297.1158
2000,98228.49794,74140.25032,128146.4844
3000,26059.37799,29556.87182,50580.09888
4000,21950.914,32143.28562,26280.44876
5000,8239.680669,15398.76008,15924.7515
6000,6290.677451,9409.841618,9765.629569
7000,3630.061707,3157.348898,3848.689217
8000,3511.781851,2451.974468,2071.727196
9000,1244.374526,1207.542892,1271.082129
10000,955.3782991,961.6509034,499.2191082
11000,455.7531146,441.4186021,424.2011338
12000,243.521077,275.7037506,174.2359488
13000,128.582769,151.8645005,88.4729658
14000,68.89336231,68.64393934,40.51496121
15000,46.74737782,52.29318633,40.56872418
16000,24.56381424,32.77086082,25.05902877
17000,15.06730736,15.69744765,13.47611425
18000,8.841315265,9.529324428,8.003092908
19000,6.944400424,6.996922363,4.342869925
20000,2.957075818,4.138925802,4.074241955
21000,2.142090519,4.138925802,1.776195144
22000,1.917536172,2.352121932,1.473814939
23000,1.581252839,1.450089407,1.089818533
24000,1.281842934,1.335813009,0.840299098
25000,1.01142729,0.989048987,0.685392614
26000,0.820197225,1.06200224,0.528272464
27000,0.665332794,0.995358711,0.472643105
28000,0.611581405,0.840353609,0.40872714
29000,0.599412656,0.774840019,0.352455626
30000,0.517818801,0.704830963,0.337021049
31000,0.46948154,0.657669545,0.307961126
32000,0.446112331,0.647450815,0.28975822
33000,0.417251049,0.626171338,0.274398376
34000,0.354881946,0.595031719,0.269492927
35000,0.352080653,0.588252963,0.248328534
36000,0.32831559,0.554936721,0.241602614
37000,0.317521399,0.540013848,0.238080008
38000,0.302379431,0.525108338,0.232048007
39000,0.290646057,0.514620845,0.225481219
40000,0.277516356,0.503822801,0.221124484
41000,0.265456774,0.495716921,0.211224571
42000,0.255455938,0.487471853,0.205502017
43000,0.251171718,0.474090048,0.202555161
44000,0.243280261,0.471767876,0.205387422
45000,0.238316733,0.462510423,0.201771783
46000,0.233766981,0.4519411,0.200971132
47000,0.230608362,0.450883319,0.199221722
48000,0.2277068,0.444602122,0.198751157
49000,0.226620228,0.442789111,0.198153673
50000,0.225116422,0.43901527,0.197360711
51000,0.222656175,0.433386548,0.19506929
52000,0.221820271,0.434836758,0.194642094
53000,0.219566222,0.430103828,0.193383043
54000,0.219318469,0.42755102,0.192624063
55000,0.218626699,0.427344973,0.192684024
