evalNum,bestEvalValue_0
0,489938.257340348
1000,148285.11280072614
2000,98228.49794139566
3000,26059.37799058094
4000,21950.9140001027
5000,8239.680668598783
6000,6290.677451113919
7000,3630.0617065748916
8000,3511.781851397861
9000,1244.3745260273483
10000,955.3782991390568
11000,455.7531146175855
12000,243.52107700656552
13000,128.5827689693735
14000,68.89336231326011
15000,46.74737782199324
16000,24.563814243093777
17000,15.067307362306957
18000,8.841315264966198
19000,6.944400423764961
20000,2.957075817684714
21000,2.142090518623361
22000,1.9175361718570807
23000,1.5812528393236127
24000,1.2818429335128674
25000,1.0114272899165346
26000,0.8201972246032915
27000,0.6653327943257118
28000,0.6115814047921939
29000,0.5994126563933475
30000,0.5178188012379592
31000,0.4694815397529744
32000,0.44611233115471427
33000,0.4172510490737721
34000,0.3548819456053297
35000,0.35208065286666096
36000,0.3283155895872694
37000,0.3175213986679043
38000,0.3023794307048716
39000,0.29064605689800566
40000,0.2775163557196373
41000,0.26545677418709346
42000,0.2554559376733568
43000,0.25117171843403546
44000,0.2432802608755357
45000,0.2383167326449928
46000,0.23376698129058576
47000,0.23060836206485807
48000,0.22770679991366094
49000,0.22662022779683114
50000,0.2251164219588982
51000,0.22265617472237875
52000,0.22182027149783742
53000,0.21956622227233774
54000,0.21931846890380252
55000,0.21862669881563168
56000,0.21772369829259353
57000,0.21712325432166601
58000,0.21595778343850097
59000,0.21631497917673234
60000,0.2157439381431449
61000,0.2154761655863512
62000,0.21479960448840543
63000,0.21459149192022434
64000,0.21404278726593548
65000,0.21395046064503573
66000,0.21376907069999274
67000,0.21344660953936076
68000,0.21339246106840104
69000,0.21329135561110144
70000,0.21309474736729506
71000,0.21296742124627233
72000,0.21291794673010545
73000,0.21281249998535917
74000,0.2127094633217693
75000,0.21267692711611338
76000,0.21262226138933668
77000,0.21259076112806752
78000,0.21253881865876417
79000,0.2124431711654762
80000,0.2124431711654762
81000,0.21243183741665578
82000,0.21238478492936894
83000,0.21232937001323487
84000,0.21232937001323487
85000,0.21232964214981803
86000,0.21231935799219037
87000,0.21231142840089562
88000,0.21230254471026247
89000,0.21229496476310655
90000,0.2122796379399959
91000,0.21227108550914184
92000,0.21227228650212995
93000,0.21225891383716194
94000,0.21225961703613422
95000,0.21224916765006316
96000,0.21224890841202604
97000,0.2122425150174901
98000,0.2122423568515494
99000,0.21223882026270505
100000,0.21223767287172549
101000,0.2122325180456984
102000,0.2122302002183675
103000,0.21222863312190815
104000,0.21222806308824657
105000,0.21222574774990002
106000,0.21222363774957342
107000,0.21222237267352473
108000,0.21222189387799636
109000,0.21221985089680898
110000,0.21221899903989078
111000,0.21221918115643862
112000,0.21221853101513383
113000,0.21221800392837614
114000,0.2122168915279984
115000,0.21221692612385473
116000,0.21221644980572607
117000,0.21221584487171255
118000,0.2122156791455107
119000,0.21221514067872552
120000,0.2122149253925551
121000,0.2122146765246738
122000,0.2122142249677504
123000,0.21221414639402272
