0,489938.2573,407253.0554,557406.1045
100,385209.0936,374373.5338,237612.6122
200,291435.5666,161868.3028,144591.0303
300,325422.2574,120423.6283,67304.02688
400,325422.2574,55998.36705,59873.67159
500,282434.3228,42088.23026,23558.04526
600,282434.3228,25138.82115,18408.74857
700,282434.3228,12043.84726,10704.36601
800,187269.6585,6586.023123,11038.80028
900,214007.5527,6586.023123,7374.948792
1000,135152.7748,4084.257533,2873.706476
1100,193291.3316,2462.961782,2684.527369
1200,173602.0175,1733.325958,2359.741956
1300,173602.0175,1110.427211,998.2895157
1400,173602.0175,683.6026638,655.6411732
1500,173602.0175,400.6881502,420.0571161
1600,126672.731,239.5891084,284.7213702
1700,126672.731,157.020774,248.977719
1800,126672.731,126.2956044,118.1066167
1900,126672.731,45.62976976,65.10370468
2000,99188.00213,41.21792122,44.25192141
2100,99188.00213,39.35322732,33.28749083
2200,80412.83666,18.9747773,14.18467103
2300,80412.83666,15.86008808,12.43514902
2400,80412.83666,10.34700647,8.188445875
2500,80412.83666,5.336491473,4.688318019
2600,80412.83666,4.591049268,3.803335547
2700,80412.83666,1.606495622,2.70728617
2800,80412.83666,1.606495622,2.194340141
2900,80412.83666,1.77343876,1.502705362
3000,80412.83666,0.970522526,1.213239353
3100,48034.38862,0.956955873,0.851197193
3200,48034.38862,0.760477931,0.738202878
3300,48034.38862,0.568783335,0.663398403
3400,48034.38862,0.564071389,0.522859904
3500,40095.74022,0.407991802,0.39575477
3600,40095.74022,0.351007012,0.282862845
3700,52530.79458,0.261498999,0.293173069
3800,52530.79458,0.187891182,0.259832184
3900,52530.79458,0.115211903,0.180848696
4000,37624.17151,0.083454661,0.147405308
4100,37624.17151,0.078974886,0.116510917
4200,37624.17151,0.044459513,0.104372341
4300,37624.17151,0.034973894,0.083709712
4400,37624.17151,0.020500613,0.074055798
4500,40737.83484,0.01637039,0.060886787
4600,31462.19594,0.012951562,0.048526573
4700,26605.87512,0.011185058,0.045814938
4800,26135.43343,0.009186098,0.037262791
4900,26135.43343,0.005900873,0.031332822
5000,26135.43343,0.003484231,0.022233558
5100,21230.47968,0.003304015,0.016939076
5200,21230.47968,0.002605226,0.011081527
5300,21230.47968,0.002203528,0.009174909
5400,21139.62374,0.001463892,0.005579261
5500,14903.94274,0.000985844,0.003972134
5600,14903.94274,0.000778879,0.002731461
5700,14903.94274,0.000651276,0.002505763
5800,17173.65097,0.000308631,0.002077149
5900,17173.65097,0.000222359,0.001139244
6000,15926.65822,0.000137275,0.001139783
6100,15926.65822,5.73365E-05,0.000891878
