evalNum,bestEvalValue_0,bestEvalValue_1,bestEvalValue_2
122000,0.491432535,1.169848721,0.435700508
123000,0.481314498,1.146719665,0.422178282
124000,0.433457339,1.115524692,0.40008749
125000,0.421431737,1.091490918,0.381640583
126000,0.394245487,1.069508095,0.363403603
127000,0.379900839,1.048540264,0.351241907
128000,0.354085792,1.022281969,0.337411875
129000,0.343001033,0.995536705,0.328583353
130000,0.33951651,0.963994086,0.314111901
131000,0.327479913,0.946063198,0.296630594
132000,0.315058261,0.929840081,0.28611775
133000,0.307655147,0.909893831,0.265716507
134000,0.296431841,0.888007484,0.2552055
135000,0.294096677,0.878148835,0.223709613
136000,0.284615674,0.854935116,0.204402658
137000,0.275266018,0.826576969,0.184540789
138000,0.271341849,0.821153027,0.157069729
139000,0.26804586,0.80541351,0.146435971
140000,0.264682687,0.798716081,0.124370914
141000,0.261351574,0.784800555,0.116016774
142000,0.255700465,0.774341257,0.101420693
143000,0.252879427,0.763905884,0.097171159
144000,0.247412094,0.756385521,0.08918341
145000,0.242733957,0.732013874,0.08918341
146000,0.236396309,0.725526036,0.080915648
147000,0.231891797,0.715848197,0.076183124
148000,0.228266533,0.706900217,0.072662493
149000,0.223580833,0.701791223,0.066996965
150000,0.219205289,0.691769049,0.062557606
151000,0.21435984,0.680023922,0.054606435
152000,0.211515949,0.671880394,0.045447392
153000,0.208439624,0.651845857,0.043047241
154000,0.202248537,0.6448913,0.040409109
155000,0.198589558,0.627660754,0.036606892
156000,0.195429711,0.626611413,0.03371015
157000,0.186708442,0.617343586,0.032146632
158000,0.182208535,0.609597343,0.029605503
159000,0.179891592,0.601077371,0.02813798
160000,0.171664135,0.595175972,0.025671979
161000,0.168329221,0.587233441,0.02421669
162000,0.164773434,0.583831344,0.023054203
163000,0.161675055,0.579415461,0.021805683
164000,0.158504128,0.571359619,0.019011213
165000,0.154875067,0.567316574,0.017912403
166000,0.151779287,0.56555598,0.015815116
167000,0.14598191,0.557129434,0.015464397
168000,0.141866585,0.552413881,0.014059354
169000,0.138993002,0.54337928,0.013292076
170000,0.135432369,0.53623227,0.012512398
171000,0.133215654,0.52802441,0.011139683
172000,0.13231946,0.523893252,0.010304554
173000,0.126828083,0.513360885,0.008974588
174000,0.12608295,0.508397806,0.007537414
175000,0.124062802,0.500096968,0.007100237
176000,0.122515114,0.494125854,0.00670121
177000,0.121995888,0.489061791,0.006356943
178000,0.120689651,0.482823023,0.005765699
179000,0.119641158,0.479958556,0.005481199
180000,0.117942766,0.47507815,0.004906368
181000,0.116806015,0.47139991,0.004638283
182000,0.116230486,0.466289221,0.004247397
183000,0.114604949,0.460504573,0.003828272
184000,0.113686389,0.451115772,0.00360228
185000,0.111362948,0.443953359,0.003351012
186000,0.110313954,0.43835151,0.00308508
187000,0.109647062,0.433804549,0.002979055
188000,0.108445982,0.428349618,0.002770256
189000,0.107492316,0.424966483,0.002413568
190000,0.106809239,0.421348442,0.002367241
191000,0.105519031,0.417054274,0.002285828
192000,0.104443462,0.409256987,0.002124907
193000,0.103693919,0.405012072,0.001907887
194000,0.101333695,0.398572353,0.001757906
195000,0.100456246,0.393169672,0.001630843
196000,0.099454442,0.376314913,0.001441881
197000,0.098003009,0.376314913,0.001322709
198000,0.097852137,0.372425313,0.001102617
199000,0.097050649,0.366092309,0.001033366
200000,0.096051166,0.363232395,9.29E-04
201000,0.094631432,0.358867444,8.16E-04
202000,0.092903801,0.353206198,6.79E-04
203000,0.091917678,0.350781499,5.85E-04
204000,0.091068294,0.34933653,5.72E-04
205000,0.089461062,0.344763703,5.27E-04
206000,0.088808358,0.340155611,5.09E-04
207000,0.087364865,0.337179756,4.62E-04
208000,0.08661028,0.335519567,4.39E-04
209000,0.086045265,0.333003019,4.21E-04
210000,0.084906859,0.330317997,3.91E-04
211000,0.084618448,0.330317997,3.70E-04
212000,0.08342162,0.328862838,3.53E-04
213000,0.083260763,0.327787769,3.04E-04
214000,0.082894872,0.326014983,2.98E-04
215000,0.082650867,0.324714082,2.88E-04
216000,0.082322553,0.322652755,2.54E-04
217000,0.08194903,0.321855784,2.45E-04
218000,0.08135117,0.321069217,2.37E-04
219000,0.081018494,0.319896761,2.18E-04
220000,0.080550574,0.319341628,2.04E-04
221000,0.080375483,0.317742468,1.83E-04
222000,0.079962795,0.316592664,1.78E-04
223000,0.079683785,0.315821993,1.60E-04
224000,0.079562581,0.315009851,1.52E-04
225000,0.079165735,0.313413898,1.46E-04
226000,0.078929417,0.312541493,1.39E-04
227000,0.078371858,0.31146578,1.33E-04
228000,0.078207112,0.310681272,1.20E-04
229000,0.077455121,0.309661699,1.16E-04
230000,0.07709432,0.308744558,1.03E-04
231000,0.076734116,0.308044876,9.61E-05
232000,0.076547272,0.306744673,8.76E-05
233000,0.076251025,0.30547029,8.04E-05
234000,0.075998863,0.303883015,6.96E-05
235000,0.07588038,0.302257065,6.85E-05
236000,0.075602213,0.299989543,6.51E-05
237000,0.075357195,0.29843659,6.05E-05
238000,0.07507679,0.29750384,5.74E-05
239000,0.074769118,0.295693442,5.38E-05
240000,0.074653764,0.292978922,5.12E-05
241000,0.07451676,0.291660985,4.81E-05
242000,0.07420563,0.289919353,4.50E-05
243000,0.074157223,0.288715409,4.16E-05
244000,0.074039703,0.286760363,3.85E-05
245000,0.073846392,0.285530941,3.55E-05
246000,0.073677847,0.284401275,3.51E-05
247000,0.073524004,0.282897831,3.09E-05
248000,0.073341844,0.281927418,2.98E-05
249000,0.073124304,0.279779363,2.88E-05
250000,0.07294069,0.278988197,2.71E-05
251000,0.072587653,0.277503513,2.55E-05
252000,0.072459214,0.275364145,2.41E-05
253000,0.072021703,0.274857835,2.22E-05
254000,0.071815167,0.272919682,2.19E-05
255000,0.071537722,0.272962492,2.07E-05
256000,0.071253759,0.27164813,1.96E-05
257000,0.070895187,0.271237738,1.90E-05
258000,0.070427801,0.270056734,1.81E-05
259000,0.07035007,0.268994339,1.74E-05
260000,0.070004549,0.266681565,1.64E-05
261000,0.069591684,0.265109167,1.63E-05
262000,0.069206862,0.264730309,1.56E-05
263000,0.069206862,0.263284705,1.49E-05
264000,0.068883011,0.262522291,1.45E-05
265000,0.068510246,0.261930853,1.40E-05
266000,0.068313374,0.261404781,1.33E-05
267000,0.067977519,0.260649851,1.29E-05
268000,0.067703684,0.260398409,1.20E-05
269000,0.067270961,0.259313969,1.06E-05
270000,0.067120041,0.2582058,1.06E-05
271000,0.066817823,0.257535932,9.76E-06
272000,0.066746515,0.257085029,9.45E-06
273000,0.066731603,0.256148519,8.81E-06
274000,0.066546391,0.25604194,8.49E-06
275000,0.0663638,0.255533924,7.79E-06
276000,0.066237316,0.254504687,7.54E-06
277000,0.066085102,0.253690826,7.45E-06
278000,0.065963099,0.252271578,7.10E-06
279000,0.065799612,0.250149433,6.78E-06
280000,0.065723505,0.250149433,6.65E-06
281000,0.065628071,0.249233396,6.33E-06
282000,0.065518976,0.248834922,6.20E-06
283000,0.065414012,0.248218256,6.06E-06
284000,0.065363343,0.247815451,5.84E-06
285000,0.065301517,0.247121587,5.70E-06
286000,0.065223758,0.246735117,5.43E-06
287000,0.065101222,0.2457193,5.26E-06
288000,0.065003495,0.244783372,5.04E-06
289000,0.064941102,0.244104042,4.90E-06
290000,0.064838507,0.242826666,4.71E-06
291000,0.064768359,0.242126905,4.66E-06
292000,0.064607299,0.24158657,4.46E-06
293000,0.064594791,0.24099495,4.42E-06
294000,0.064467954,0.240111985,4.31E-06
295000,0.064437996,0.239598335,4.23E-06
296000,0.064357083,0.238803046,4.15E-06
297000,0.064322958,0.238183254,4.12E-06
298000,0.064296072,0.237329864,4.06E-06
299000,0.064266303,0.23661547,3.97E-06
300000,0.06423548,0.235968453,3.82E-06
301000,0.064184178,0.235337348,3.77E-06
302000,0.064148457,0.234538197,3.65E-06
303000,0.06406993,0.233183376,3.54E-06
304000,0.064038689,0.233091351,3.41E-06
305000,0.064007375,0.232766008,3.34E-06
306000,0.063943847,0.232200945,3.28E-06
307000,0.063916807,0.231378526,3.21E-06
308000,0.063883891,0.23080667,3.06E-06
309000,0.063856446,0.22943345,3.02E-06
310000,0.063819953,0.228676866,2.89E-06
311000,0.06380618,0.227672802,2.85E-06
312000,0.063784131,0.22709592,2.73E-06
313000,0.063737192,0.226222687,2.70E-06
314000,0.063732937,0.225176181,2.65E-06
315000,0.063689836,0.224011279,2.61E-06
316000,0.063659487,0.222270243,2.53E-06
317000,0.063622448,0.220895088,2.42E-06
318000,0.06357632,0.21897598,2.40E-06
319000,0.063556213,0.217061314,2.28E-06
320000,0.063524009,0.215225493,2.21E-06
321000,0.06347875,0.213390818,2.06E-06
322000,0.063468679,0.21194573,1.99E-06
323000,0.063422919,0.210041537,1.90E-06
324000,0.063382355,0.209953447,1.85E-06
325000,0.063293668,0.208221663,1.75E-06
326000,0.063286424,0.208177857,1.69E-06
327000,0.063238928,0.207010826,1.62E-06
328000,0.063160841,0.205618122,1.55E-06
329000,0.063148193,0.20518066,1.51E-06
330000,0.063091389,0.204209756,1.46E-06
331000,0.063058985,0.203543668,1.38E-06
332000,0.063026175,0.202740742,1.36E-06
333000,0.062981245,0.202500411,1.32E-06
334000,0.062947746,0.201419193,1.26E-06
335000,0.062891257,0.199284414,1.22E-06
336000,0.062816929,0.199284414,1.20E-06
337000,0.06281474,0.19915971,1.16E-06
338000,0.062774913,0.198143208,1.12E-06
339000,0.062744336,0.197519383,1.12E-06
340000,0.062729163,0.195927778,1.10E-06
341000,0.062708678,0.195574645,1.07E-06
342000,0.062696024,0.194800641,1.06E-06
343000,0.06266503,0.19405814,1.04E-06
344000,0.06263,0.193652345,1.02E-06
345000,0.062593601,0.193274524,9.94E-07
346000,0.062577865,0.192842044,9.66E-07
347000,0.06253569,0.192132142,9.41E-07
348000,0.062508248,0.191703655,9.11E-07
349000,0.062505045,0.191256682,8.55E-07
350000,0.062485524,0.19056856,8.52E-07
351000,0.062462744,0.190370381,8.13E-07
352000,0.062439738,0.189916929,7.85E-07
353000,0.062418297,0.188977435,7.71E-07
354000,0.062384651,0.188200445,7.58E-07
355000,0.062368546,0.187065612,7.30E-07
356000,0.062344994,0.186508924,7.24E-07
357000,0.062320839,0.18601387,7.09E-07
358000,0.062301953,0.185150306,6.87E-07
359000,0.062267772,0.184669396,6.81E-07
360000,0.06223315,0.183680307,6.65E-07
361000,0.062191739,0.183342909,6.40E-07
362000,0.062159409,0.182422633,6.30E-07
363000,0.062135684,0.181871125,6.16E-07
364000,0.062099352,0.180944857,6.02E-07
365000,0.062065404,0.180351154,5.89E-07
366000,0.062036914,0.179760798,5.71E-07
367000,0.061994848,0.179490764,5.54E-07
368000,0.061971121,0.179080767,5.30E-07
369000,0.061923088,0.178831894,5.17E-07
370000,0.061897335,0.178523485,5.02E-07
371000,0.06186137,0.178264036,4.97E-07
372000,0.061845403,0.177796165,4.84E-07
373000,0.061839787,0.177546947,4.76E-07
374000,0.061829087,0.177240536,4.63E-07
375000,0.061820251,0.176936168,4.41E-07
376000,0.061811583,0.176876459,4.31E-07
377000,0.061802148,0.176643002,4.16E-07
378000,0.061778833,0.176347702,4.04E-07
379000,0.06176141,0.176218161,4.01E-07
380000,0.061743614,0.175426273,3.93E-07
381000,0.061724604,0.175286366,3.93E-07
382000,0.061716549,0.17442723,3.87E-07
383000,0.06170483,0.17416967,3.82E-07
384000,0.061682631,0.173673977,3.76E-07
385000,0.061671004,0.173116197,3.72E-07
386000,0.061659645,0.172603338,3.69E-07
387000,0.061644491,0.172279056,3.66E-07
388000,0.061632413,0.171765192,3.61E-07
389000,0.061619473,0.171300509,3.57E-07
390000,0.061614118,0.170794645,3.54E-07
391000,0.061607267,0.170277109,3.51E-07
392000,0.061593136,0.170018599,3.47E-07
393000,0.061590032,0.16959082,3.44E-07
394000,0.061574132,0.169136662,3.39E-07
395000,0.061564904,0.168790545,3.32E-07
396000,0.061555126,0.16845908,3.27E-07
397000,0.061539848,0.168208203,3.21E-07
398000,0.06152762,0.167788393,3.13E-07
399000,0.061519193,0.167300473,3.08E-07
400000,0.061515144,0.167106919,2.94E-07
401000,0.06150207,0.166579822,2.83E-07
402000,0.061498395,0.166249556,2.81E-07
403000,0.061481227,0.165615826,2.77E-07
404000,0.061479635,0.165035223,2.74E-07
405000,0.061461138,0.16494435,2.71E-07
406000,0.061445848,0.164766963,2.69E-07
407000,0.061441305,0.164070811,2.65E-07
408000,0.061430529,0.1632526,2.60E-07
409000,0.061408617,0.163225749,2.61E-07
410000,0.061408617,0.16292618,2.59E-07
411000,0.061400033,0.162513975,2.56E-07
412000,0.061394231,0.162114789,2.53E-07
413000,0.061382613,0.161573297,2.51E-07
414000,0.061371414,0.161202569,2.49E-07
415000,0.06136517,0.160207263,2.43E-07
416000,0.061358112,0.160207263,2.35E-07
417000,0.061349962,0.159426337,2.34E-07
418000,0.06133667,0.158636699,2.30E-07
419000,0.061328485,0.157594092,2.26E-07
420000,0.061319275,0.157308413,2.22E-07
421000,0.061313618,0.156694299,2.19E-07
422000,0.061310579,0.156455445,2.16E-07
423000,0.061306673,0.156240039,2.13E-07
424000,0.061301313,0.156047639,2.11E-07
425000,0.061297219,0.155732146,2.05E-07
426000,0.061291803,0.155459501,2.01E-07
427000,0.061287847,0.155299477,1.99E-07
428000,0.061283611,0.155089522,1.95E-07
429000,0.061276007,0.15487502,1.94E-07
430000,0.061277168,0.15483727,1.91E-07
431000,0.061273186,0.15462726,1.88E-07
432000,0.061271248,0.15438639,1.84E-07
433000,0.061265745,0.154158576,1.82E-07
434000,0.061260265,0.154095062,1.80E-07
435000,0.061257906,0.153808766,1.79E-07
436000,0.061254084,0.153808766,1.77E-07
437000,0.061250141,0.153657675,1.76E-07
438000,0.061245978,0.153603778,1.73E-07
439000,0.061240984,0.1535389,1.71E-07
440000,0.061238167,0.15343992,1.71E-07
441000,0.061233246,0.153227561,1.66E-07
442000,0.061230603,0.15316738,1.63E-07
443000,0.061228305,0.153038556,1.59E-07
444000,0.061223688,0.152917278,1.55E-07
445000,0.061221714,0.152850074,1.54E-07
446000,0.06121894,0.152718124,1.52E-07
447000,0.06121611,0.152718124,1.51E-07
448000,0.061213509,0.152712334,1.49E-07
449000,0.061210941,0.152652399,1.48E-07
450000,0.061209434,0.152620248,1.45E-07
451000,0.061205274,0.152567885,1.46E-07
452000,0.061202431,0.152482075,1.43E-07
453000,0.0612008,0.152400411,1.42E-07
454000,0.061198695,0.152303794,1.41E-07
455000,0.061197583,0.152205409,1.39E-07
456000,0.061196757,0.152082302,1.36E-07
457000,0.061196067,0.15201449,1.34E-07
458000,0.061194767,0.151892295,1.32E-07
459000,0.06119411,0.15183885,1.30E-07
460000,0.061193106,0.151743556,1.30E-07
461000,0.061191098,0.151642768,1.29E-07
462000,0.06119003,0.151617874,1.28E-07
463000,0.06118837,0.151542171,1.28E-07
464000,0.06118739,0.151450925,1.26E-07
465000,0.061185805,0.151439432,1.26E-07
466000,0.061184742,0.151311491,1.25E-07
467000,0.061183148,0.151236997,1.25E-07
468000,0.061181231,0.15115861,1.24E-07
469000,0.061180662,0.151061817,1.23E-07
470000,0.061177512,0.150913322,1.22E-07
471000,0.061176413,0.15081978,1.21E-07
472000,0.06117554,0.15074926,1.20E-07
473000,0.061174754,0.15061801,1.20E-07
474000,0.061173734,0.150501254,1.19E-07
475000,0.061172495,0.1504414,1.18E-07
476000,0.061170536,0.150309175,1.18E-07
477000,0.061168587,0.150188965,1.17E-07
478000,0.061168266,0.150152964,1.16E-07
479000,0.061165972,0.150041109,1.16E-07
480000,0.061165038,0.150000308,1.15E-07
481000,0.061161812,0.149869118,1.15E-07
482000,0.061160709,0.149825281,1.14E-07
483000,0.061158363,0.149720279,1.14E-07
484000,0.061156837,0.149654093,1.14E-07
485000,0.061156382,0.149583746,1.13E-07
486000,0.061154513,0.149542546,1.13E-07
487000,0.061152561,0.149425203,1.13E-07
488000,0.061151674,0.149365697,1.12E-07
489000,0.061149329,0.149335294,1.12E-07
490000,0.061146163,0.149298927,1.11E-07
491000,0.06114482,0.149248823,1.11E-07
492000,0.061141636,0.149192064,1.11E-07
493000,0.061140766,0.149129629,1.10E-07
494000,0.061136074,0.149129629,1.10E-07
495000,0.061132496,0.149100604,1.10E-07
496000,0.061133266,0.149078084,1.10E-07
497000,0.061130632,0.149018769,1.09E-07
498000,0.061129206,0.149009563,1.09E-07
499000,0.061128262,0.148939064,1.09E-07
500000,0.061125989,0.148938751,1.09E-07
501000,0.061125418,0.148901196,1.09E-07
502000,0.06112393,0.148869197,1.09E-07
503000,0.06112393,0.148839591,1.09E-07
504000,0.061121917,0.148819802,1.08E-07
505000,0.061120832,0.148791288,1.08E-07
506000,0.061119444,0.148770121,1.08E-07
507000,0.061117416,0.148739152,1.08E-07
508000,0.061114264,0.148698184,1.08E-07
509000,0.061110842,0.148665633,1.07E-07
510000,0.061110147,0.148608768,1.07E-07
511000,0.061106911,0.148582941,1.07E-07
512000,0.061104529,0.14853671,1.06E-07
513000,0.061102905,0.148494693,1.06E-07
514000,0.061100932,0.148457406,1.06E-07
515000,0.061099199,0.148431854,1.06E-07
516000,0.061094036,0.148380886,1.06E-07
517000,0.061091071,0.148337848,1.05E-07
518000,0.061088644,0.148298697,1.05E-07
519000,0.061084794,0.148267939,1.05E-07
520000,0.061084116,0.148245615,1.05E-07
521000,0.061081336,0.148226427,1.05E-07
522000,0.061079651,0.148209405,1.05E-07
523000,0.061079093,0.148190104,1.05E-07
524000,0.061076727,0.148167531,1.05E-07
525000,0.061072673,0.148134004,1.05E-07
526000,0.06107255,0.148107647,1.04E-07
527000,0.061068503,0.148090284,1.04E-07
528000,0.061065918,0.148049756,1.04E-07
529000,0.061060625,0.148036548,1.04E-07
530000,0.061059737,0.148017666,1.04E-07
531000,0.061057059,0.148003522,1.04E-07
532000,0.061055438,0.147986323,1.04E-07
533000,0.061053407,0.147963071,1.04E-07
534000,0.061051035,0.147941228,1.04E-07
535000,0.061050743,0.147930383,1.03E-07
536000,0.061048624,0.147913798,1.03E-07
537000,0.061047562,0.147909272,1.03E-07
538000,0.061045628,0.147890246,1.03E-07
539000,0.06104478,0.1478826,1.03E-07
540000,0.061043603,0.147878601,1.02E-07
541000,0.061042272,0.147870785,1.02E-07
542000,0.061041295,0.147866856,1.02E-07
543000,0.061039509,0.147860444,1.02E-07
544000,0.061038674,0.147852934,1.02E-07
545000,0.061037169,0.147844628,1.01E-07
546000,0.061034701,0.147832905,1.01E-07
547000,0.061033386,0.14782665,1.01E-07
548000,0.061032784,0.147819961,1.01E-07
549000,0.06103019,0.147812397,1.01E-07
550000,0.061030169,0.147799764,1.01E-07
551000,0.061029323,0.147791162,1.00E-07
552000,0.061028448,0.147776687,
553000,0.061026062,0.147769021,
554000,0.061026062,0.147754535,
555000,0.061025415,0.147744119,
556000,0.061023839,0.147732044,
557000,0.061022942,0.147708765,
558000,0.061022422,0.147698752,
559000,0.06102077,0.147689588,
560000,0.061019357,0.147676351,
561000,0.061016852,0.147658494,
562000,0.061014168,0.147643,
563000,0.061013106,0.147629265,
564000,0.061011709,0.147613939,
565000,0.061009746,0.147608676,
566000,0.06100743,0.147585613,
567000,0.061006663,0.147569767,
568000,0.061004816,0.147557924,
569000,0.061003565,0.147533499,
570000,0.061002435,0.147529376,
571000,0.061001122,0.147506057,
572000,0.060999475,0.147498268,
573000,0.060998458,0.147479403,
574000,0.060996515,0.147455082,
575000,0.060994274,0.147451306,
576000,0.060992331,0.147432669,
577000,0.060991273,0.147425431,
578000,0.060989223,0.147419692,
579000,0.060987372,0.147403133,
580000,0.060986834,0.147382509,
581000,0.060984606,0.147357081,
582000,0.060983817,0.147343789,
583000,0.060983384,0.147318187,
584000,0.060982806,0.147292466,
585000,0.060981974,0.147261093,
586000,0.060981599,0.147240913,
587000,0.060981314,0.147220454,
588000,0.060979918,0.147186562,
589000,0.060979779,0.147169663,
590000,0.060978888,0.147133108,
591000,0.06097756,0.147122854,
592000,0.060976639,0.147079142,
593000,0.0609762,0.147067581,
594000,0.06097576,0.147060314,
595000,0.060975448,0.147029014,
596000,0.060974887,0.147026995,
597000,0.060974592,0.147008656,
598000,0.060974339,0.147001589,
599000,0.060974339,0.146999328,
600000,0.060973901,0.14698835,
601000,0.060973599,0.146975682,
602000,0.06097328,0.146969818,
603000,0.060973209,0.146957868,
604000,0.060972844,0.146949688,
605000,0.060972607,0.14692639,
606000,0.0609724,0.146914688,
607000,0.060972237,0.146885184,
608000,0.060972017,0.146871379,
609000,0.060971873,0.14684703,
610000,0.060971756,0.146836158,
611000,0.060971582,0.146830944,
612000,0.060971428,0.14681064,
613000,0.060971291,0.146790962,
614000,0.060971124,0.1467762,
615000,0.060970997,0.146755021,
616000,0.060970931,0.146746393,
617000,0.060970758,0.146736086,
618000,0.060970574,0.146726172,
619000,0.060970574,0.146723342,
620000,0.060970378,0.146713979,
621000,0.060970294,0.146707912,
622000,0.060970159,0.146701584,
623000,0.060970018,0.146696799,
624000,0.060969842,0.146684995,
625000,0.060969692,0.146681361,
626000,0.060969573,0.14667517,
627000,0.060969357,0.146652034,
628000,0.06096925,0.146652378,
629000,0.060969145,0.146647476,
630000,0.060968922,0.146632422,
631000,0.060968784,0.146625888,
632000,0.060968543,0.146615911,
633000,0.060968253,0.146610162,
634000,0.060968002,0.146605804,
635000,0.060967702,0.146591497,
636000,0.060967423,0.146589554,
637000,0.060967135,0.146578272,
638000,0.060966992,0.146575249,
639000,0.060966652,0.146565728,
640000,0.060966439,0.146557667,
641000,0.06096614,0.146545086,
642000,0.060966093,0.146544403,
643000,0.060965842,0.146540643,
644000,0.060965744,0.146538089,
645000,0.060965554,0.146534919,
646000,0.060965416,0.14653088,
647000,0.060965064,0.146525131,
648000,0.060964739,0.146518676,
649000,0.060964524,0.146510749,
650000,0.060964124,0.146505147,
651000,0.060963614,0.146502033,
652000,0.06096349,0.146490889,
653000,0.060963366,0.146488013,
654000,0.060963119,0.146480034,
655000,0.060962763,0.14647749,
656000,0.060962591,0.146470162,
657000,0.060962095,0.146467106,
658000,0.060961563,0.146461383,
659000,0.060961384,0.146453139,
660000,0.060960968,0.146448308,
661000,0.060960588,0.146441789,
662000,0.060960266,0.146432586,
663000,0.060959634,0.146424283,
664000,0.060959166,0.146418878,
665000,0.060958571,0.146418187,
666000,0.060958268,0.146409144,
667000,0.060957647,0.146403999,
668000,0.060956969,0.146396816,
669000,0.060956668,0.146393367,
670000,0.060956206,0.146387388,
671000,0.060955603,0.146384612,
672000,0.060955098,0.146381814,
673000,0.060954586,0.146374167,
674000,0.060954043,0.146369342,
675000,0.060953904,0.146365556,
