evalNum,bestEvalValue_0
0,917477.8508479926
1000,494205.19989833253
2000,309295.3902760823
3000,186995.55251780685
4000,111870.76870064654
5000,53814.90798052233
6000,44454.630166423594
7000,30057.734244393283
8000,23337.30222474591
9000,10596.99340101291
10000,5308.324162836095
11000,4843.206851306039
12000,3448.878422028354
13000,1853.5597031343473
14000,1814.6376020358007
15000,1073.3277737234052
16000,466.4857194415423
17000,499.20625379538694
18000,356.03014701649687
19000,262.3990988778573
20000,183.84711003453603
21000,124.77603959017758
22000,98.56897185535598
23000,98.42306652156138
24000,84.44196109465771
25000,83.38007480139939
26000,72.32432266427003
27000,70.46797354789126
28000,66.77529306611024
29000,61.17994024521356
30000,60.9439595560506
31000,60.35571095392467
32000,58.9442539349287
33000,57.08206796870393
34000,54.6192163893869
35000,54.6192163893869
36000,51.86390225498896
37000,49.004304548634146
38000,46.46244637716401
39000,43.32537865343755
40000,37.65910435484434
41000,36.41719671777448
42000,33.42902484636655
43000,31.553870086229043
44000,30.649757983142162
45000,26.93290590616366
46000,25.85987104778416
47000,23.51086768352027
48000,21.599109160988117
49000,20.519375142848236
50000,18.35125551317242
51000,16.70964798490442
52000,15.400144609893022
53000,13.709440593590049
54000,12.94913654504682
55000,12.318788114254703
56000,11.317243664128307
57000,10.795677040627343
58000,10.237969037784024
59000,9.474822865206045
60000,9.058874375369196
61000,8.829469322342467
62000,8.441136014734465
63000,7.802611335193746
64000,7.478099676320695
65000,7.25738218986499
66000,6.740863644506148
67000,6.857839519993406
68000,6.564835578917361
69000,6.364527875599613
70000,6.27482633233181
71000,5.976143114178607
72000,5.917000204178051
73000,5.665423922296853
74000,5.547641275135043
75000,5.345874692843617
76000,5.338101029961805
77000,5.147931420610625
78000,5.027447290639734
79000,4.911509974774141
80000,4.796250595140901
81000,4.6042574241473835
82000,4.366793909810648
83000,4.260211470010546
84000,4.1724254922149635
85000,4.03450685258341
86000,3.882411364944142
87000,3.7688044234077633
88000,3.680401263289024
89000,3.603401864494182
90000,3.40946287837045
91000,3.3155822296278057
92000,3.1250096098125515
93000,3.044649216222279
94000,2.8632482496642018
95000,2.6952318989195216
96000,2.5002164258701547
97000,2.4584338446456035
98000,2.372952048272536
99000,2.2926275670693346
100000,2.179781832907856
101000,2.1124806010877184
102000,2.02211663567811
103000,1.9496748828668058
104000,1.807818357698045
105000,1.6217471299357762
106000,1.4430538198218308
107000,1.3402196920406353
108000,1.2059278922492527
109000,1.0663535107436612
110000,1.02707677584905
111000,0.9610980996635661
112000,0.8978363993538931
113000,0.8564598374768202
114000,0.7762101319259134
115000,0.7505871505261905
116000,0.7256487919206304
117000,0.7076624540743313
118000,0.6449243495340485
119000,0.6155424631230442
120000,0.5671805626019368
121000,0.5311197598920971
122000,0.4914325348968296
123000,0.4813144984650247
124000,0.4334573386015844
125000,0.42143173702739073
126000,0.394245486608761
127000,0.37990083946104786
128000,0.3540857924554015
129000,0.34300103268927495
130000,0.33951651028267815
131000,0.32747991300225054
132000,0.31505826069698095
133000,0.30765514675560657
134000,0.2964318413287436
135000,0.2940966765633035
136000,0.28461567401453985
137000,0.27526601840949355
138000,0.271341849019403
139000,0.2680458604865595
140000,0.2646826869330875
141000,0.2613515739686717
142000,0.2557004648024131
143000,0.2528794269246406
144000,0.24741209429339536
145000,0.2427339570385818
146000,0.23639630901725453
147000,0.23189179738670626
148000,0.2282665331961828
149000,0.223580832883337
150000,0.21920528916363563
151000,0.21435984007538386
152000,0.21151594881461994
153000,0.20843962360576637
154000,0.20224853743101695
155000,0.19858955754002114
156000,0.19542971057865913
157000,0.18670844155443173
158000,0.18220853504314002
159000,0.17989159242577854
160000,0.1716641352623319
161000,0.16832922125950484
162000,0.16477343375493106
163000,0.1616750546647905
164000,0.15850412814602333
165000,0.1548750671045782
166000,0.1517792874159043
167000,0.14598191049949777
168000,0.1418665851571194
169000,0.1389930022028857
170000,0.13543236874388215
171000,0.13321565360372167
172000,0.13231946035838477
173000,0.12682808300682644
174000,0.1260829502006285
175000,0.12406280198447667
176000,0.12251511391281689
177000,0.12199588759716319
178000,0.12068965067532718
179000,0.11964115834607027
180000,0.1179427655437247
181000,0.11680601534401008
182000,0.11623048608199987
183000,0.11460494922717177
184000,0.11368638921488969
185000,0.1113629482615273
186000,0.11031395431282819
187000,0.10964706150923618
188000,0.10844598159100313
189000,0.10749231621754413
190000,0.10680923929500598
191000,0.10551903081078741
192000,0.10444346209995478
193000,0.1036939185183201
194000,0.10133369514106737
195000,0.10045624567221996
196000,0.09945444222841014
197000,0.0980030085007578
198000,0.09785213731609167
199000,0.09705064922061797
200000,0.09605116621313442
201000,0.09463143155932559
202000,0.0929038007139639
203000,0.09191767842460537
204000,0.09106829387383586
205000,0.08946106240920183
206000,0.08880835785320397
207000,0.08736486481542124
208000,0.08661028032361233
209000,0.08604526536357406
210000,0.08490685875630097
211000,0.08461844827872646
212000,0.08342162002843359
213000,0.08326076256431804
214000,0.08289487176205683
215000,0.08265086711059678
216000,0.08232255264215778
217000,0.08194902959105636
218000,0.08135116969444918
219000,0.08101849406784958
220000,0.08055057392115526
221000,0.0803754827318625
222000,0.0799627946928776
223000,0.07968378477960965
224000,0.07956258137265441
225000,0.07916573518757883
226000,0.07892941700680059
227000,0.07837185842990932
228000,0.07820711222864186
229000,0.07745512109890217
230000,0.07709432020036906
231000,0.07673411578288244
232000,0.07654727212322776
233000,0.07625102530705435
234000,0.07599886290372546
235000,0.07588037987776079
236000,0.0756022125381336
237000,0.07535719471747887
238000,0.07507679036331898
239000,0.07476911805461935
240000,0.0746537641168175
241000,0.07451676029218753
242000,0.07420562971394512
243000,0.07415722254762964
244000,0.07403970287882615
245000,0.07384639237537728
246000,0.07367784719057241
247000,0.07352400429553564
248000,0.07334184443494093
249000,0.07312430442247554
250000,0.07294068988854473
251000,0.07258765288592316
252000,0.07245921442632991
253000,0.07202170253712335
254000,0.0718151666306878
255000,0.0715377215091093
256000,0.071253758998084
257000,0.07089518670413024
258000,0.07042780135844119
259000,0.07035007030997423
260000,0.0700045488610212
261000,0.06959168416718527
262000,0.06920686161739786
263000,0.06920686161739786
264000,0.06888301102841149
265000,0.06851024598577315
266000,0.06831337395262396
267000,0.06797751928242125
268000,0.06770368353261294
269000,0.06727096057798472
270000,0.06712004063154238
271000,0.06681782342327668
272000,0.0667465145448425
273000,0.06673160269435828
274000,0.066546390865957
275000,0.06636380000632192
276000,0.06623731598500683
277000,0.06608510174858936
278000,0.06596309860793938
279000,0.06579961175618441
280000,0.06572350515044897
281000,0.06562807068880971
282000,0.06551897648826135
283000,0.06541401197926883
284000,0.06536334257650142
285000,0.06530151741428776
286000,0.06522375785766324
287000,0.0651012222489101
288000,0.06500349488352751
289000,0.06494110206906706
290000,0.06483850732365705
291000,0.06476835870101154
292000,0.0646072994802968
293000,0.06459479056109609
294000,0.06446795439245394
295000,0.06443799621045644
296000,0.06435708331749865
297000,0.06432295811753581
298000,0.06429607230327944
299000,0.06426630293379768
300000,0.06423548037861956
301000,0.06418417842753074
302000,0.06414845745474515
303000,0.06406993028473638
304000,0.06403868857518338
305000,0.0640073745915702
306000,0.06394384659540968
307000,0.06391680737527335
308000,0.06388389109372648
309000,0.06385644582596232
310000,0.06381995318390811
311000,0.06380617960793714
312000,0.06378413124969323
313000,0.06373719208983022
314000,0.0637329372447319
315000,0.06368983643785861
316000,0.06365948714654268
317000,0.06362244838279839
318000,0.06357632032155601
319000,0.06355621323416784
320000,0.06352400857064601
321000,0.06347875045855444
322000,0.06346867914996158
323000,0.06342291898030233
324000,0.0633823546673307
325000,0.0632936677591125
326000,0.06328642423692904
327000,0.06323892780075524
328000,0.06316084065152902
329000,0.06314819286248875
330000,0.06309138929288505
331000,0.06305898485117128
332000,0.06302617457714814
333000,0.0629812451865492
334000,0.06294774606120172
335000,0.06289125747135121
336000,0.06281692918422739
337000,0.06281474007790681
338000,0.06277491250615881
339000,0.06274433571930162
340000,0.06272916257113377
341000,0.06270867786822297
342000,0.0626960244927011
343000,0.06266503023247749
344000,0.06263000042487371
345000,0.0625936012539876
346000,0.06257786473750356
347000,0.06253569019914643
348000,0.0625082482699058
349000,0.06250504499815393
350000,0.06248552428649561
351000,0.06246274436513573
352000,0.06243973827114502
353000,0.06241829678227266
