evalNum,bestEvalValue_0,bestEvalValue_1,bestEvalValue_2
411000,0.697776536,0.245132579,1.79E-05
412000,0.69764891,0.244895844,1.78E-05
413000,0.69741142,0.2445973,1.78E-05
414000,0.697201952,0.244405033,1.78E-05
415000,0.696834246,0.244249396,1.77E-05
416000,0.69639151,0.244114427,1.76E-05
417000,0.69605861,0.243891835,1.76E-05
418000,0.695555844,0.243673654,1.75E-05
419000,0.694928234,0.2434793,1.75E-05
420000,0.694739113,0.24318454,1.75E-05
421000,0.694291556,0.243058602,1.74E-05
422000,0.693827584,0.242892602,1.73E-05
423000,0.693430081,0.242846195,1.73E-05
424000,0.693029873,0.242620852,1.73E-05
425000,0.691931742,0.242486394,1.72E-05
426000,0.691500365,0.242258544,1.72E-05
427000,0.691156571,0.242111721,1.71E-05
428000,0.690260893,0.241803129,1.71E-05
429000,0.689050511,0.241755451,1.71E-05
430000,0.688846022,0.241454406,1.70E-05
431000,0.688384996,0.241297531,1.70E-05
432000,0.68819594,0.241062703,1.69E-05
433000,0.687847805,0.2407758,1.69E-05
434000,0.687689219,0.240503868,1.68E-05
435000,0.687312023,0.240264546,1.67E-05
436000,0.687249587,0.240065412,1.67E-05
437000,0.686654801,0.239867525,1.66E-05
438000,0.686654801,0.239686341,1.66E-05
439000,0.686349349,0.239686341,1.65E-05
440000,0.685745189,0.239375893,1.65E-05
441000,0.685447468,0.239184611,1.64E-05
442000,0.684694395,0.238896287,1.64E-05
443000,0.68434072,0.238326621,1.63E-05
444000,0.683646339,0.238179815,1.62E-05
445000,0.683535253,0.237508195,1.62E-05
446000,0.682901807,0.237426331,1.61E-05
447000,0.682571455,0.237088522,1.61E-05
448000,0.682145258,0.236773302,1.60E-05
449000,0.681931421,0.236383733,1.60E-05
450000,0.681533409,0.236064366,1.59E-05
451000,0.681144463,0.235827555,1.59E-05
452000,0.68113303,0.235659311,1.58E-05
453000,0.680858547,0.235157359,1.58E-05
454000,0.680677835,0.234873534,1.57E-05
455000,0.680323528,0.23432098,1.57E-05
456000,0.68011264,0.233859454,1.56E-05
457000,0.680002548,0.233314879,1.56E-05
458000,0.679676188,0.232981284,1.56E-05
459000,0.679530072,0.232857277,1.56E-05
460000,0.679098441,0.232391618,1.55E-05
461000,0.678756743,0.231970901,1.55E-05
462000,0.678325359,0.231546008,1.55E-05
463000,0.67810762,0.231149504,1.55E-05
464000,0.677988215,0.230377477,1.54E-05
465000,0.677583434,0.230364904,1.54E-05
466000,0.677312522,0.229784779,1.54E-05
467000,0.676830193,0.229412937,1.54E-05
468000,0.676550439,0.229086287,1.53E-05
469000,0.676451828,0.228547903,1.53E-05
470000,0.676175196,0.228421839,1.52E-05
471000,0.6759088,0.228018429,1.52E-05
472000,0.675664184,0.227680002,1.52E-05
473000,0.675260109,0.227368251,1.52E-05
474000,0.674767364,0.227201934,1.51E-05
475000,0.67444555,0.226946587,1.51E-05
476000,0.674134264,0.226632361,1.51E-05
477000,0.673486505,0.226327976,1.51E-05
478000,0.673133291,0.226060091,1.50E-05
479000,0.672818457,0.2258414,1.50E-05
480000,0.672219799,0.225623962,1.50E-05
481000,0.671822095,0.225441481,1.49E-05
482000,0.671188268,0.225076766,1.48E-05
483000,0.670727391,0.224852918,1.48E-05
484000,0.670404546,0.224424084,1.47E-05
485000,0.669793629,0.224140149,1.46E-05
486000,0.669394337,0.224000386,1.45E-05
487000,0.669095475,0.223740746,1.45E-05
488000,0.668684765,0.223637266,1.44E-05
489000,0.668174009,0.223540565,1.43E-05
490000,0.667906993,0.223387536,1.42E-05
491000,0.667764738,0.223160446,1.42E-05
492000,0.667033638,0.223134296,1.41E-05
493000,0.666597537,0.222888705,1.40E-05
494000,0.666254554,0.222744024,1.40E-05
495000,0.66580786,0.222620052,1.40E-05
496000,0.665070642,0.222449956,1.39E-05
497000,0.664287434,0.222278745,1.39E-05
498000,0.66383042,0.222067408,1.38E-05
499000,0.66341102,0.221936527,1.38E-05
500000,0.663257748,0.221781681,1.38E-05
501000,0.662930274,0.221700404,1.37E-05
502000,0.662833401,0.221494149,1.37E-05
503000,0.662625811,0.221451803,1.37E-05
504000,0.662497686,0.221289137,1.37E-05
505000,0.662138302,0.221060629,1.36E-05
506000,0.661755414,0.220935994,1.36E-05
507000,0.661602133,0.220841278,1.36E-05
508000,0.661308168,0.220784122,1.36E-05
509000,0.66095134,0.220666445,1.35E-05
510000,0.660679089,0.220557321,1.35E-05
511000,0.660362417,0.220490002,1.34E-05
512000,0.660358307,0.220455413,1.34E-05
513000,0.660182657,0.22039292,1.34E-05
514000,0.660162718,0.220252477,1.33E-05
515000,0.660078742,0.220201296,1.33E-05
516000,0.659951849,0.220077806,1.33E-05
517000,0.659850093,0.219981437,1.32E-05
518000,0.659703927,0.219802645,1.32E-05
519000,0.65964868,0.219757115,1.31E-05
520000,0.659564402,0.219615186,1.31E-05
521000,0.659442321,0.219492554,1.30E-05
522000,0.659346883,0.219364477,1.30E-05
523000,0.659261409,0.219359323,1.30E-05
524000,0.659186139,0.219202527,1.29E-05
525000,0.659104278,0.219197904,1.29E-05
526000,0.659088853,0.219115444,1.28E-05
527000,0.659034242,0.219047064,1.28E-05
528000,0.658992269,0.218934105,1.27E-05
529000,0.658972077,0.218814675,1.26E-05
530000,0.658940559,0.218695936,1.26E-05
531000,0.658932742,0.218447821,1.26E-05
532000,0.658887322,0.21831406,1.25E-05
533000,0.658874007,0.218148512,1.25E-05
534000,0.65880866,0.218061952,1.25E-05
535000,0.658759522,0.217947638,1.24E-05
536000,0.65872077,0.217771655,1.23E-05
537000,0.658616817,0.217713951,1.22E-05
538000,0.658562147,0.217634372,1.22E-05
539000,0.658465534,0.217515308,1.21E-05
540000,0.658336387,0.21744352,1.21E-05
541000,0.658198215,0.21736407,1.20E-05
542000,0.657996511,0.217314023,1.20E-05
543000,0.657942668,0.217255283,1.19E-05
544000,0.657782407,0.217197522,1.19E-05
545000,0.657732887,0.217148632,1.19E-05
546000,0.657634513,0.217057223,1.18E-05
547000,0.657474523,0.217033016,1.18E-05
548000,0.657425072,0.216960109,1.17E-05
549000,0.657330445,0.216879006,1.17E-05
550000,0.657174119,0.216780873,1.17E-05
551000,0.657047873,0.21673524,1.17E-05
552000,0.656951102,0.216692298,1.16E-05
553000,0.656854339,0.216607473,1.16E-05
554000,0.656728598,0.216532342,1.16E-05
555000,0.656716025,0.216414668,1.15E-05
556000,0.65662467,0.21638094,1.15E-05
557000,0.65655392,0.216284394,1.14E-05
558000,0.656437394,0.216208526,1.14E-05
559000,0.656375389,0.216132335,1.14E-05
560000,0.656206678,0.216049443,1.13E-05
561000,0.656120836,0.215944424,1.13E-05
562000,0.656002231,0.215896426,1.13E-05
563000,0.6558804,0.215795753,1.13E-05
564000,0.655762421,0.215776316,1.13E-05
565000,0.655638582,0.215656352,1.12E-05
566000,0.655428148,0.215613959,1.12E-05
567000,0.6553324,0.215595724,1.12E-05
568000,0.655215204,0.215517547,1.12E-05
569000,0.655083549,0.215481472,1.12E-05
570000,0.654931419,0.215436188,1.11E-05
571000,0.654785263,0.215380483,1.11E-05
572000,0.654571211,0.2153261,1.11E-05
573000,0.654275153,0.215300992,1.11E-05
574000,0.654102871,0.215256926,1.11E-05
575000,0.653903589,0.215247476,1.11E-05
576000,0.653791919,0.215223968,1.11E-05
577000,0.653599362,0.215193427,1.10E-05
578000,0.6533781,0.215151676,1.10E-05
579000,0.653253219,0.215134015,1.10E-05
580000,0.653041416,0.215110211,1.10E-05
581000,0.652933189,0.215089464,1.10E-05
582000,0.652802893,0.215046632,1.10E-05
583000,0.652764519,0.21502469,1.10E-05
584000,0.652605216,0.214998605,1.09E-05
585000,0.65251984,0.214955996,1.09E-05
586000,0.65240726,0.21492557,1.09E-05
587000,0.652270374,0.214895035,1.09E-05
588000,0.652011805,0.214843698,1.09E-05
589000,0.651841979,0.214824455,1.09E-05
590000,0.651657474,0.214800148,1.09E-05
591000,0.651409512,0.214788552,1.08E-05
592000,0.650948241,0.214755812,1.08E-05
593000,0.650426945,0.214733866,1.08E-05
594000,0.650331091,0.214719044,1.08E-05
595000,0.650082239,0.214656874,1.08E-05
596000,0.649814156,0.214645403,1.08E-05
597000,0.649668449,0.214619855,1.07E-05
598000,0.649359558,0.214567779,1.07E-05
599000,0.649185878,0.214540932,1.07E-05
600000,0.648925612,0.214526563,1.07E-05
601000,0.648801593,0.214514904,1.07E-05
602000,0.648355673,0.214498593,1.07E-05
603000,0.648140863,0.214478283,1.07E-05
604000,0.647924653,0.214465397,1.07E-05
605000,0.647672261,0.214448212,1.07E-05
606000,0.647436223,0.214427224,1.06E-05
607000,0.647144994,0.214403538,1.06E-05
608000,0.646760059,0.21438765,1.06E-05
609000,0.646165858,0.214372085,1.06E-05
610000,0.645967567,0.214354622,1.06E-05
611000,0.645195526,0.214339178,1.06E-05
612000,0.644656264,0.214319836,1.06E-05
613000,0.644298056,0.214304139,1.06E-05
614000,0.643373513,0.21427609,1.06E-05
615000,0.643246289,0.214269633,1.06E-05
616000,0.642360682,0.214251546,1.06E-05
617000,0.642003343,0.214230012,1.06E-05
618000,0.641608205,0.214226679,1.06E-05
619000,0.640874725,0.214218318,1.06E-05
620000,0.640799469,0.214207428,1.06E-05
621000,0.640141757,0.214196826,1.06E-05
622000,0.640117811,0.214193342,1.06E-05
623000,0.639687355,0.214180899,1.06E-05
624000,0.6395106,0.214173237,1.06E-05
625000,0.639344003,0.21417127,1.05E-05
626000,0.639224624,0.214159423,1.05E-05
627000,0.639067756,0.214151002,1.05E-05
628000,0.638902998,0.214144458,1.05E-05
629000,0.638622014,0.214135963,1.05E-05
630000,0.638549529,0.214126005,1.05E-05
631000,0.638216298,0.214108817,1.05E-05
632000,0.638122649,0.214101776,1.05E-05
633000,0.637917943,0.214089797,1.05E-05
634000,0.63773258,0.21407983,1.05E-05
635000,0.637572734,0.214066716,1.05E-05
636000,0.637572734,0.214054717,1.05E-05
637000,0.637392302,0.214038559,1.05E-05
638000,0.637302753,0.214022943,1.05E-05
